x,y,cell_id,perimeter,area,cluster_label
58.44329896907217,5.329896907216495,1,46.76345596729059,97,25
225.6969696969697,38.73278236914601,2,69.94112549695427,363,2
202.6318407960199,52.43283582089552,3,76.52691193458118,402,17
229.44444444444449,70.73180076628353,4,59.941125496954285,261,17
247.11888111888112,77.04195804195804,5,67.11269837220809,286,3
205.26865671641792,92.20149253731344,6,41.45584412271571,134,3
248.39007092198585,120.0709219858156,7,61.698484809834994,282,16
121.87898089171976,128.35668789808918,8,50.04163056034261,157,25
137.22375690607734,135.4696132596685,9,75.59797974644665,362,0
242.07453416149067,135.11801242236024,10,45.21320343559643,161,17
169.9269230769231,139.66923076923078,11,64.2842712474619,260,25
109.38669950738915,155.68965517241378,12,79.01219330881976,406,0
153.36333333333334,168.01,13,85.25483399593904,300,25
233.20553359683797,228.82608695652172,14,65.76955262170047,253,3
184.64928909952607,248.0568720379147,15,54.14213562373095,211,25
34.091743119266056,3.688073394495413,1,40.14213562373095,109,25
120.96017699115043,6.522123893805309,2,58.38477631085023,226,20
216.45731707317077,7.487804878048781,3,48.72792206135785,164,3
107.10344827586206,14.80295566502463,4,53.698484809834994,203,11
131.30232558139534,18.023255813953487,5,84.56854249492379,344,10
18.49333333333333,24.89666666666667,6,63.11269837220809,300,17
233.38983050847455,30.331719128329297,7,78.52691193458118,413,2
75.95294117647059,40.28941176470588,8,85.35533905932738,425,13
6.880341880341881,47.54700854700855,9,39.21320343559643,117,5
248.78703703703704,52.10493827160494,10,68.97056274847715,324,26
169.89028213166145,68.6896551724138,11,69.94112549695427,319,16
231.50617283950615,79.4320987654321,12,30.97056274847714,81,25
77.20914285714285,90.73257142857145,13,120.08326112068524,875,22
247.8523676880223,89.96378830083566,14,72.7634559672906,359,26
136.2561448900388,108.27166882276843,15,104.66904755831212,773,12
214.39811912225704,106.1692789968652,16,72.76955262170047,319,8
159.82370820668692,120.85410334346504,17,67.11269837220809,329,16
193.09375,131.21875,19,75.01219330881976,416,24
102.81780538302276,135.13871635610766,20,80.66904755831214,483,24
233.275,136.63571428571427,21,61.45584412271571,280,5
53.151234567901234,160.45987654320987,23,72.8700576850888,324,3
229.80434782608697,158.18478260869566,24,65.11269837220809,276,22
175.412147505423,170.9652928416486,25,81.84062043356595,461,12
244.21052631578948,169.1578947368421,26,37.55634918610404,114,20
69.87545787545787,177.2051282051282,28,89.25483399593904,546,16
113.34358974358976,183.86410256410252,29,73.59797974644665,390,16
15.543859649122806,181.05263157894737,30,32.14213562373095,57,25
212.35245901639345,184.172131147541,31,56.8700576850888,244,26
232.37113402061857,184.73711340206185,32,51.4558441227157,194,1
244.2155172413793,198.8275862068965,33,47.83452377915607,116,9
225.57183098591548,201.52957746478876,34,70.76955262170047,355,17
147.4357541899441,204.10614525139664,35,51.79898987322333,179,25
80.47138047138047,212.2087542087542,36,81.25483399593904,297,25
169.4213836477987,209.622641509434,37,46.38477631085024,159,9
191.6950354609929,211.0520094562648,38,78.18376618407358,423,12
243.3571428571429,215.0095238095238,39,79.49137802864844,420,20
50.82825822168088,231.1851400730816,40,110.3259018078045,821,16
195.6833333333333,238.68,41,96.42640687119284,600,21
149.27884615384616,241.9254807692308,42,74.76955262170047,416,24
4.21978021978022,244.14835164835165,43,59.79898987322333,182,9
250.7530120481928,244.9879518072289,44,51.55634918610404,166,25
106.69189189189188,248.0,45,75.79898987322332,370,9
169.9875,250.5,46,52.17766952966369,160,15
103.4,8.951648351648352,1,81.45584412271572,455,5
126.7910447761194,8.74129353233831,2,53.55634918610404,201,20
137.96031746031747,4.555555555555555,3,41.31370849898476,126,20
171.60591133004925,5.778325123152709,4,55.55634918610404,203,3
8.785425101214575,14.619433198380566,5,94.8700576850888,494,18
204.57983193277312,6.285714285714286,6,44.87005768508881,119,9
182.69830508474573,21.661016949152543,7,72.04163056034261,295,23
111.625,29.13095238095238,8,49.45584412271571,168,6
54.906392694063925,40.15753424657535,9,88.08326112068522,438,10
159.1252268602541,43.60254083484573,10,94.08326112068524,551,12
191.2051282051282,39.49358974358975,11,44.970562748477136,156,20
101.83863636363635,45.10681818181818,12,83.01219330881976,440,17
249.9748201438849,54.84892086330935,14,68.97056274847714,278,3
38.92763157894737,55.203947368421055,15,52.66295090390225,152,25
89.65594855305466,63.347266881028936,16,69.59797974644667,311,4
53.88990825688074,64.7217125382263,17,67.35533905932738,327,17
72.96407185628742,65.41317365269461,18,46.97056274847714,167,9
146.16953316953317,80.97542997542998,19,83.25483399593904,407,16
169.49,95.24833333333332,20,93.01219330881976,600,21
61.32934131736527,98.4311377245509,21,46.38477631085024,167,3
42.36144578313253,106.95983935742971,22,56.2842712474619,249,5
79.87591240875912,132.6897810218978,25,63.94112549695428,274,10
15.688118811881187,133.93564356435644,26,55.11269837220809,202,17
46.375,141.96875,27,108.81118318204308,704,16
174.73214285714286,140.8125,28,73.31980515339464,224,18
5.1570247933884295,150.58264462809916,29,62.38477631085024,242,25
138.0782608695652,149.07391304347826,30,56.8700576850888,230,24
162.6829268292683,153.65243902439025,31,46.62741699796952,164,2
120.19649122807016,166.8,32,70.73401871576773,285,25
176.32608695652175,165.83333333333334,33,59.698484809834994,276,2
96.90996784565915,178.54662379421222,34,98.08326112068524,622,26
133.47309417040358,175.96412556053812,35,87.25483399593905,446,16
32.554803788903925,190.20568335588632,36,102.66904755831214,739,17
64.76470588235294,189.3908918406072,37,96.2253967444162,527,10
116.66029723991508,198.3227176220807,39,85.49747468305833,471,19
86.47534516765286,232.23668639053253,40,102.2253967444162,507,10
122.18623481781376,232.95951417004048,42,74.91168824543144,247,10
179.7826086956522,250.44565217391303,43,37.31370849898477,92,25
81.73775216138328,11.11527377521614,1,84.08326112068524,347,10
165.58041958041957,40.93006993006993,2,50.83452377915607,143,0
163.9731343283582,62.24179104477612,3,86.66904755831214,335,7
241.35,72.65,4,40.38477631085024,120,25
147.24757281553397,82.01699029126213,5,86.25483399593905,412,19
167.21264367816093,79.86206896551724,6,61.76955262170047,174,25
242.55384615384617,92.6205128205128,7,49.79898987322333,195,3
220.55287009063443,110.8429003021148,8,68.52691193458118,331,11
101.45714285714286,114.875,9,65.698484809835,280,9
113.51428571428572,127.48571428571428,10,82.5269119345812,315,19
